system:time_start,LST_Day_1km
"May 23, 2020",
"May 24, 2020",
"May 25, 2020",17.795
"May 26, 2020",22.354
"May 27, 2020",
"May 28, 2020",23.05
"May 29, 2020",25.285
"May 30, 2020",22.909
"May 31, 2020",26.407
"Jun 1, 2020",24.035
"Jun 2, 2020",
"Jun 3, 2020",
"Jun 4, 2020",
"Jun 5, 2020",19.95
"Jun 6, 2020",
"Jun 7, 2020",21.134
"Jun 8, 2020",
"Jun 9, 2020",24.946
"Jun 10, 2020",
"Jun 11, 2020",26.345
"Jun 12, 2020",
"Jun 13, 2020",27.47
"Jun 14, 2020",22.983
"Jun 15, 2020",23.23
"Jun 16, 2020",25.89
"Jun 17, 2020",23.516
"Jun 18, 2020",18.903
"Jun 19, 2020",23.358
"Jun 20, 2020",28.163
"Jun 21, 2020",27.698
"Jun 22, 2020",27.282
"Jun 23, 2020",22.815
"Jun 24, 2020",17.91
"Jun 25, 2020",25.29
"Jun 26, 2020",
"Jun 27, 2020",
"Jun 28, 2020",
"Jun 29, 2020",
"Jun 30, 2020",
"Jul 1, 2020",17.83
"Jul 2, 2020",19.918
"Jul 3, 2020",18.11
"Jul 4, 2020",21.702
"Jul 5, 2020",
"Jul 6, 2020",26.208
"Jul 7, 2020",23.485
"Jul 8, 2020",
"Jul 9, 2020",18.646
"Jul 10, 2020",20.019
"Jul 11, 2020",27.274
"Jul 12, 2020",23.19
"Jul 13, 2020",29.53
"Jul 14, 2020",
"Jul 15, 2020",22.635
"Jul 16, 2020",21.702
"Jul 17, 2020",26.712
"Jul 18, 2020",28.848
"Jul 19, 2020",26.298
"Jul 20, 2020",28.769
"Jul 21, 2020",
"Jul 22, 2020",29.768
"Jul 23, 2020",29.22
"Jul 24, 2020",28.92
"Jul 25, 2020",25.291
"Jul 26, 2020",20.775
"Jul 27, 2020",27.71
"Jul 28, 2020",25.642
"Jul 29, 2020",24.921
"Jul 30, 2020",
"Jul 31, 2020",25.961
"Aug 1, 2020",27.713
"Aug 2, 2020",26.654
"Aug 3, 2020",28.902
"Aug 4, 2020",25.03
"Aug 5, 2020",28.914
"Aug 6, 2020",23.95
"Aug 7, 2020",29.908
"Aug 8, 2020",29.261
"Aug 9, 2020",29.206
"Aug 10, 2020",32.208
"Aug 11, 2020",29.414
"Aug 12, 2020",30.64
"Aug 13, 2020",
"Aug 14, 2020",28.281
"Aug 15, 2020",
"Aug 16, 2020",
"Aug 17, 2020",
"Aug 18, 2020",
"Aug 19, 2020",
"Aug 20, 2020",
"Aug 21, 2020",
"Aug 22, 2020",17.026
"Aug 23, 2020",23.779
"Aug 24, 2020",24.356
"Aug 25, 2020",25.909
"Aug 26, 2020",27.474
"Aug 27, 2020",28.15
"Aug 28, 2020",33.416
"Aug 29, 2020",27.99
"Aug 30, 2020",35.812
"Aug 31, 2020",
