system:time_start,LST_Day_1km
"Jun 15, 2019",26.424
"Jun 16, 2019",29.774
"Jun 17, 2019",22.53
"Jun 18, 2019",27.914
"Jun 19, 2019",28.531
"Jun 20, 2019",23.65
"Jun 21, 2019",27.422
"Jun 22, 2019",24.984
"Jun 23, 2019",28.778
"Jun 24, 2019",23.87
"Jun 25, 2019",30.146
"Jun 26, 2019",
"Jun 27, 2019",
"Jun 28, 2019",25.711
"Jun 29, 2019",27.029
"Jun 30, 2019",29.156
"Jul 1, 2019",23.217
"Jul 2, 2019",
"Jul 3, 2019",
"Jul 4, 2019",
"Jul 5, 2019",18.11
"Jul 6, 2019",15.712
"Jul 7, 2019",19.858
"Jul 8, 2019",17.58
"Jul 9, 2019",23.45
"Jul 10, 2019",20.37
"Jul 11, 2019",26.354
"Jul 12, 2019",
"Jul 13, 2019",26.473
"Jul 14, 2019",29.783
"Jul 15, 2019",19.53
"Jul 16, 2019",22.274
"Jul 17, 2019",16.29
"Jul 18, 2019",22.134
"Jul 19, 2019",19.03
"Jul 20, 2019",24.781
"Jul 21, 2019",17.61
"Jul 22, 2019",22.185
"Jul 23, 2019",29.094
"Jul 24, 2019",27.72
"Jul 25, 2019",20.63
"Jul 26, 2019",
"Jul 27, 2019",26.28
"Jul 28, 2019",
"Jul 29, 2019",27.532
"Jul 30, 2019",28.654
"Jul 31, 2019",28.357
"Aug 1, 2019",30.408
"Aug 2, 2019",20.61
"Aug 3, 2019",21.97
"Aug 4, 2019",18.63
"Aug 5, 2019",23.78
"Aug 6, 2019",27.289
"Aug 7, 2019",28.096
"Aug 8, 2019",32.463
"Aug 9, 2019",
"Aug 10, 2019",27.219
"Aug 11, 2019",26.05
"Aug 12, 2019",34.447
"Aug 13, 2019",
"Aug 14, 2019",27.912
"Aug 15, 2019",25.766
"Aug 16, 2019",27.417
"Aug 17, 2019",33.149
"Aug 18, 2019",
"Aug 19, 2019",31.775
"Aug 20, 2019",20.59
"Aug 21, 2019",32.154
"Aug 22, 2019",28.973
"Aug 23, 2019",31.206
"Aug 24, 2019",31.092
"Aug 25, 2019",27.407
"Aug 26, 2019",28.207
"Aug 27, 2019",
"Aug 28, 2019",30.587
"Aug 29, 2019",
"Aug 30, 2019",
"Aug 31, 2019",29.71
"Sep 1, 2019",
"Sep 2, 2019",21.37
"Sep 3, 2019",
"Sep 4, 2019",30.478
"Sep 5, 2019",
"Sep 6, 2019",16.91
"Sep 7, 2019",
"Sep 8, 2019",36.178
"Sep 9, 2019",38.172
"Sep 10, 2019",35.059
"Sep 11, 2019",
"Sep 12, 2019",
"Sep 13, 2019",34.93
"Sep 14, 2019",
"Sep 15, 2019",36.063
"Sep 16, 2019",38.278
"Sep 17, 2019",39.814
"Sep 18, 2019",32.914
"Sep 19, 2019",32.05
"Sep 20, 2019",
"Sep 21, 2019",
"Sep 22, 2019",32.711
"Sep 23, 2019",28.78
"Sep 24, 2019",29.41
"Sep 25, 2019",
"Sep 26, 2019",24.916
"Sep 27, 2019",35.344
"Sep 28, 2019",28.595
"Sep 29, 2019",36.811
"Sep 30, 2019",
"Oct 1, 2019",38.69
"Oct 2, 2019",25.29
"Oct 3, 2019",34.297
"Oct 4, 2019",37.322
"Oct 5, 2019",35.567
"Oct 6, 2019",
"Oct 7, 2019",
"Oct 8, 2019",28.021
"Oct 9, 2019",34.177
"Oct 10, 2019",36.557
"Oct 11, 2019",37.184
"Oct 12, 2019",40.305
"Oct 13, 2019",43.438
"Oct 14, 2019",35.064
"Oct 15, 2019",34.79
"Oct 16, 2019",
"Oct 17, 2019",38.217
"Oct 18, 2019",38.813
"Oct 19, 2019",36.59
"Oct 20, 2019",37.82
"Oct 21, 2019",
"Oct 22, 2019",30.529
"Oct 23, 2019",30.663
"Oct 24, 2019",39.051
"Oct 25, 2019",36.667
"Oct 26, 2019",31.658
"Oct 27, 2019",38.309
"Oct 28, 2019",28.893
"Oct 29, 2019",37.319
"Oct 30, 2019",35.967
"Oct 31, 2019",42.434
"Nov 1, 2019",
"Nov 2, 2019",39.935
"Nov 3, 2019",39.428
"Nov 4, 2019",40.05
"Nov 5, 2019",39.04
"Nov 6, 2019",
"Nov 7, 2019",
"Nov 8, 2019",
"Nov 9, 2019",34.82
"Nov 10, 2019",
"Nov 11, 2019",33.601
"Nov 12, 2019",34.82
"Nov 13, 2019",31.943
"Nov 14, 2019",
"Nov 15, 2019",27.718
"Nov 16, 2019",38.309
"Nov 17, 2019",
"Nov 18, 2019",38.681
"Nov 19, 2019",35.331
"Nov 20, 2019",39.569
"Nov 21, 2019",39.929
"Nov 22, 2019",35.655
"Nov 23, 2019",38.551
"Nov 24, 2019",
"Nov 25, 2019",37.82
"Nov 26, 2019",
"Nov 27, 2019",
"Nov 28, 2019",
"Nov 29, 2019",30.523
"Nov 30, 2019",34.057
"Dec 1, 2019",
"Dec 2, 2019",32.912
"Dec 3, 2019",
"Dec 4, 2019",
"Dec 5, 2019",
"Dec 6, 2019",30.585
"Dec 7, 2019",35.968
"Dec 8, 2019",22.45
"Dec 9, 2019",
"Dec 10, 2019",24.137
"Dec 11, 2019",
"Dec 12, 2019",23.95
"Dec 13, 2019",23.47
"Dec 14, 2019",
"Dec 15, 2019",29.49
"Dec 16, 2019",
"Dec 17, 2019",
"Dec 18, 2019",
"Dec 19, 2019",
"Dec 20, 2019",31.47
"Dec 21, 2019",
"Dec 22, 2019",21.67
"Dec 23, 2019",31.598
"Dec 24, 2019",29.714
"Dec 25, 2019",35.78
"Dec 26, 2019",32.75
"Dec 27, 2019",36.045
"Dec 28, 2019",
"Dec 29, 2019",36.211
"Dec 30, 2019",34.278
"Dec 31, 2019",
