DATA,TEMPERATURA
"Mar 13, 2019",
"Mar 14, 2019","27,523"
"Mar 15, 2019",
"Mar 16, 2019",
"Mar 17, 2019",
"Mar 18, 2019",
"Mar 19, 2019",
"Mar 20, 2019",
"Mar 21, 2019","25,42"
"Mar 22, 2019","25,08"
"Mar 23, 2019","31,209"
"Mar 24, 2019","31,278"
"Mar 25, 2019","32,97"
"Mar 26, 2019","33,344"
"Mar 27, 2019","30,152"
"Mar 28, 2019","31,466"
"Mar 29, 2019","27,23"
"Mar 30, 2019","32,205"
"Mar 31, 2019",
"Apr 1, 2019","22,13"
"Apr 2, 2019",
"Apr 3, 2019",
"Apr 4, 2019","29,282"
"Apr 5, 2019",
"Apr 6, 2019",
"Apr 7, 2019",
"Apr 8, 2019","27,412"
"Apr 9, 2019","24,637"
"Apr 10, 2019","27,209"
"Apr 11, 2019","29,151"
"Apr 12, 2019","21,903"
"Apr 13, 2019","25,779"
"Apr 14, 2019","24,87"
"Apr 15, 2019","31,024"
"Apr 16, 2019",
"Apr 17, 2019","31,441"
"Apr 18, 2019","31,283"
"Apr 19, 2019","29,909"
"Apr 20, 2019","29,183"
"Apr 21, 2019",
"Apr 22, 2019",
"Apr 23, 2019",
"Apr 24, 2019","30,089"
"Apr 25, 2019","30,031"
"Apr 26, 2019","29,148"
"Apr 27, 2019","28,651"
"Apr 28, 2019",
"Apr 29, 2019","25,586"
"Apr 30, 2019","24,02"
"May 1, 2019",
"May 2, 2019","21,03"
"May 3, 2019","18,99"
"May 4, 2019","29,652"
"May 5, 2019","28,76"
"May 6, 2019","29,71"
"May 7, 2019","25,017"
"May 8, 2019","27,281"
"May 9, 2019",
"May 10, 2019",
"May 11, 2019",
"May 12, 2019","21,86"
"May 13, 2019",
"May 14, 2019","20,517"
"May 15, 2019","23,98"
"May 16, 2019","20,405"
"May 17, 2019","24,646"
"May 18, 2019","23,981"
"May 19, 2019","25,412"
"May 20, 2019","26,519"
"May 21, 2019","23,35"
"May 22, 2019","22,279"
"May 23, 2019",
"May 24, 2019","17,797"
"May 25, 2019","17,21"
"May 26, 2019","21,98"
"May 27, 2019","24,95"
"May 28, 2019","22,59"
"May 29, 2019","23,272"
"May 30, 2019","23,535"
"May 31, 2019","25,914"
"Jun 1, 2019",
"Jun 2, 2019",
"Jun 3, 2019",
"Jun 4, 2019","21,921"
"Jun 5, 2019","20,61"
"Jun 6, 2019","21,23"
"Jun 7, 2019","24,641"
"Jun 8, 2019","22,67"
"Jun 9, 2019","23,482"
"Jun 10, 2019","19,75"
"Jun 11, 2019","24,39"
"Jun 12, 2019","19,781"
"Jun 13, 2019","22,97"
"Jun 14, 2019","22,63"
"Jun 15, 2019","24,71"
"Jun 16, 2019","27,284"
"Jun 17, 2019","23,11"
"Jun 18, 2019","25,284"
"Jun 19, 2019","26,61"
"Jun 20, 2019","23,588"
"Jun 21, 2019","25,301"
"Jun 22, 2019","23,918"
"Jun 23, 2019","26,798"
"Jun 24, 2019","23,98"
"Jun 25, 2019","27,35"
"Jun 26, 2019",
"Jun 27, 2019","20,05"
"Jun 28, 2019","25,481"
"Jun 29, 2019","25,703"
"Jun 30, 2019","27,081"
"Jul 1, 2019","21,345"
"Jul 2, 2019",
"Jul 3, 2019",
"Jul 4, 2019",
"Jul 5, 2019","17,49"
"Jul 6, 2019","13,799"
"Jul 7, 2019","18,482"
"Jul 8, 2019","17,578"
"Jul 9, 2019","23,079"
"Jul 10, 2019","21,05"
"Jul 11, 2019","25,589"
"Jul 12, 2019","12,59"
"Jul 13, 2019","25,213"
"Jul 14, 2019","28,021"
"Jul 15, 2019","17,03"
"Jul 16, 2019","21,801"
"Jul 17, 2019","15,761"
"Jul 18, 2019","22,028"
"Jul 19, 2019",
"Jul 20, 2019","23,478"
"Jul 21, 2019","19,37"
"Jul 22, 2019","25,295"
"Jul 23, 2019","27,421"
"Jul 24, 2019","27,422"
"Jul 25, 2019","23,052"
"Jul 26, 2019",
"Jul 27, 2019","26,148"
"Jul 28, 2019","21,69"
"Jul 29, 2019","26,27"
"Jul 30, 2019","25,408"
"Jul 31, 2019","28,209"
"Aug 1, 2019","29,71"
"Aug 2, 2019","28,015"
"Aug 3, 2019","21,471"
"Aug 4, 2019","17,55"
"Aug 5, 2019","23,281"
"Aug 6, 2019","27,348"
"Aug 7, 2019","28,699"
"Aug 8, 2019","29,47"
"Aug 9, 2019","29,479"
"Aug 10, 2019","28,847"
"Aug 11, 2019","29,45"
"Aug 12, 2019","33,97"
"Aug 13, 2019",
"Aug 14, 2019","27,473"
"Aug 15, 2019","26,208"
"Aug 16, 2019","29,91"
"Aug 17, 2019","31,83"
"Aug 18, 2019","27,3"
"Aug 19, 2019","29,534"
"Aug 20, 2019","22,59"
"Aug 21, 2019","31,149"
"Aug 22, 2019","29,7"
"Aug 23, 2019","30,972"
"Aug 24, 2019","30,413"
"Aug 25, 2019","27,412"
"Aug 26, 2019","28,06"
"Aug 27, 2019",
"Aug 28, 2019","33,028"
"Aug 29, 2019","29,73"
"Aug 30, 2019",
"Aug 31, 2019","31,843"
"Sep 1, 2019",
"Sep 2, 2019","23,23"
"Sep 3, 2019",
"Sep 4, 2019","30,357"
"Sep 5, 2019",
"Sep 6, 2019","24,674"
"Sep 7, 2019",
"Sep 8, 2019","36,412"
"Sep 9, 2019","37,11"
"Sep 10, 2019","33,646"
"Sep 11, 2019","35,312"
"Sep 12, 2019","32,914"
"Sep 13, 2019","36,03"
"Sep 14, 2019","30,792"
"Sep 15, 2019","34,808"
"Sep 16, 2019","37,284"
"Sep 17, 2019","40,033"
"Sep 18, 2019","30,93"
"Sep 19, 2019",
"Sep 20, 2019",
"Sep 21, 2019",
"Sep 22, 2019","33,028"
"Sep 23, 2019","30,779"
"Sep 24, 2019","30,71"
"Sep 25, 2019",
"Sep 26, 2019","28,911"
"Sep 27, 2019","35,556"
"Sep 28, 2019","31,777"
"Sep 29, 2019","40,814"
"Sep 30, 2019","32,48"
"Oct 1, 2019","41,97"
"Oct 2, 2019","36,41"
"Oct 3, 2019","40,06"
"Oct 4, 2019","40,027"
"Oct 5, 2019","40,149"
"Oct 6, 2019",
"Oct 7, 2019",
"Oct 8, 2019","31,85"
"Oct 9, 2019","39,438"
"Oct 10, 2019","40,852"
"Oct 11, 2019","38,785"
"Oct 12, 2019","43,533"
"Oct 13, 2019","43,815"
"Oct 14, 2019",
"Oct 15, 2019","39,406"
"Oct 16, 2019","33,53"
"Oct 17, 2019","40,164"
"Oct 18, 2019","42,353"
"Oct 19, 2019","37,303"
"Oct 20, 2019",
"Oct 21, 2019",
"Oct 22, 2019","28,849"
"Oct 23, 2019","32,705"
"Oct 24, 2019","42,943"
"Oct 25, 2019","39,536"
"Oct 26, 2019","43,188"
"Oct 27, 2019","39,466"
"Oct 28, 2019","31,915"
"Oct 29, 2019","34,091"
"Oct 30, 2019","35,853"
"Oct 31, 2019","44,174"
"Nov 1, 2019",
"Nov 2, 2019","42,349"
"Nov 3, 2019",
"Nov 4, 2019","41,563"
"Nov 5, 2019","40,193"
"Nov 6, 2019","27,69"
"Nov 7, 2019","36,803"
"Nov 8, 2019",
"Nov 9, 2019","34,562"
"Nov 10, 2019",
"Nov 11, 2019",
"Nov 12, 2019","34,97"
"Nov 13, 2019","33,559"
"Nov 14, 2019",
"Nov 15, 2019","29,652"
"Nov 16, 2019","37,592"
"Nov 17, 2019","30,914"
"Nov 18, 2019","39,817"
"Nov 19, 2019","35,206"
"Nov 20, 2019","41,314"
"Nov 21, 2019","38,065"
"Nov 22, 2019","35,287"
"Nov 23, 2019","38,305"
"Nov 24, 2019",
"Nov 25, 2019","37,412"
"Nov 26, 2019",
"Nov 27, 2019",
"Nov 28, 2019",
"Nov 29, 2019","29,558"
"Nov 30, 2019","31,558"
"Dec 1, 2019","25,41"
"Dec 2, 2019","31,187"
"Dec 3, 2019",
"Dec 4, 2019","23,7"
"Dec 5, 2019",
"Dec 6, 2019","30,277"
"Dec 7, 2019","28,774"
"Dec 8, 2019","24,847"
"Dec 9, 2019",
"Dec 10, 2019",
"Dec 11, 2019","27,293"
"Dec 12, 2019","23,65"
"Dec 13, 2019","30,052"
"Dec 14, 2019",
"Dec 15, 2019","25,847"
"Dec 16, 2019",
"Dec 17, 2019",
"Dec 18, 2019",
"Dec 19, 2019","22,021"
"Dec 20, 2019",
"Dec 21, 2019",
"Dec 22, 2019","25,585"
"Dec 23, 2019","27,809"
"Dec 24, 2019","27,275"
"Dec 25, 2019","31,413"
"Dec 26, 2019","29,316"
"Dec 27, 2019","31,559"
"Dec 28, 2019",
"Dec 29, 2019","34,463"
"Dec 30, 2019","27,849"
"Dec 31, 2019","29,18"
