DATA,TEMPERATURA
"Mar 24, 2018","29,762"
"Mar 25, 2018",
"Mar 26, 2018",
"Mar 27, 2018",
"Mar 28, 2018",
"Mar 29, 2018","28,28"
"Mar 30, 2018",
"Mar 31, 2018",
"Apr 1, 2018","25,217"
"Apr 2, 2018",
"Apr 3, 2018","27,468"
"Apr 4, 2018","26,65"
"Apr 5, 2018","26,56"
"Apr 6, 2018","31,348"
"Apr 7, 2018","30,71"
"Apr 8, 2018","31,424"
"Apr 9, 2018","28,39"
"Apr 10, 2018","30,656"
"Apr 11, 2018","26,15"
"Apr 12, 2018","32,213"
"Apr 13, 2018","29,39"
"Apr 14, 2018","29,413"
"Apr 15, 2018","26,95"
"Apr 16, 2018",
"Apr 17, 2018","28,285"
"Apr 18, 2018","25,262"
"Apr 19, 2018","30,972"
"Apr 20, 2018","17,13"
"Apr 21, 2018","28,038"
"Apr 22, 2018","30,415"
"Apr 23, 2018","29,203"
"Apr 24, 2018","30,91"
"Apr 25, 2018","27,701"
"Apr 26, 2018","31,966"
"Apr 27, 2018","25,87"
"Apr 28, 2018","31,973"
"Apr 29, 2018","30,361"
"Apr 30, 2018","32,353"
"May 1, 2018","32,969"
"May 2, 2018","28,704"
"May 3, 2018","32,525"
"May 4, 2018","27,36"
"May 5, 2018","30,79"
"May 6, 2018",
"May 7, 2018","29,647"
"May 8, 2018","28,13"
"May 9, 2018","28,139"
"May 10, 2018","29,044"
"May 11, 2018","17,85"
"May 12, 2018","25,407"
"May 13, 2018","21,61"
"May 14, 2018","27,897"
"May 15, 2018","29,39"
"May 16, 2018",
"May 17, 2018","22,97"
"May 18, 2018","26,134"
"May 19, 2018",
"May 20, 2018","18,708"
"May 21, 2018","21,15"
"May 22, 2018","16,921"
"May 23, 2018","20,922"
"May 24, 2018","24,645"
"May 25, 2018",
"May 26, 2018","24,858"
"May 27, 2018","24,137"
"May 28, 2018","26,973"
"May 29, 2018","22,797"
"May 30, 2018","22,548"
"May 31, 2018","25,974"
"Jun 1, 2018","16,49"
"Jun 2, 2018",
"Jun 3, 2018",
"Jun 4, 2018",
"Jun 5, 2018",
"Jun 6, 2018","21,658"
"Jun 7, 2018",
"Jun 8, 2018","20,859"
"Jun 9, 2018",
"Jun 10, 2018","18,81"
"Jun 11, 2018","31,293"
"Jun 12, 2018",
"Jun 13, 2018","17,31"
"Jun 14, 2018",
"Jun 15, 2018",
"Jun 16, 2018",
"Jun 17, 2018","19,714"
"Jun 18, 2018","21,11"
"Jun 19, 2018","21,11"
"Jun 20, 2018","19,79"
"Jun 21, 2018","19,154"
"Jun 22, 2018","26,777"
"Jun 23, 2018","22,95"
"Jun 24, 2018","28,972"
"Jun 25, 2018","29,084"
"Jun 26, 2018",
"Jun 27, 2018","28,47"
"Jun 28, 2018","23,207"
"Jun 29, 2018","26,944"
"Jun 30, 2018","22,026"
"Jul 1, 2018","28,707"
"Jul 2, 2018","23,639"
"Jul 3, 2018","27,84"
"Jul 4, 2018","20,14"
"Jul 5, 2018","26,588"
"Jul 6, 2018","29,65"
"Jul 7, 2018","23,03"
"Jul 8, 2018","26,217"
"Jul 9, 2018",
"Jul 10, 2018","22,15"
"Jul 11, 2018","21,407"
"Jul 12, 2018",
"Jul 13, 2018","22,39"
"Jul 14, 2018","25,719"
"Jul 15, 2018","30,275"
"Jul 16, 2018","21,77"
"Jul 17, 2018","30,212"
"Jul 18, 2018","30,475"
"Jul 19, 2018","30,27"
"Jul 20, 2018","32,527"
"Jul 21, 2018",
"Jul 22, 2018","23,47"
"Jul 23, 2018","24,08"
"Jul 24, 2018","18,89"
"Jul 25, 2018","18,69"
"Jul 26, 2018","28,824"
"Jul 27, 2018","29,639"
"Jul 28, 2018","26,786"
"Jul 29, 2018","32,082"
"Jul 30, 2018","20,65"
"Jul 31, 2018","27,965"
"Aug 1, 2018",
"Aug 2, 2018","20,13"
"Aug 3, 2018",
"Aug 4, 2018",
"Aug 5, 2018",
"Aug 6, 2018",
"Aug 7, 2018",
"Aug 8, 2018",
"Aug 9, 2018","13,39"
"Aug 10, 2018",
"Aug 11, 2018","23,29"
"Aug 12, 2018","26,86"
"Aug 13, 2018","23,637"
"Aug 14, 2018","29,087"
"Aug 15, 2018",
"Aug 16, 2018",
"Aug 17, 2018","20,587"
"Aug 18, 2018","28,078"
"Aug 19, 2018","27,578"
"Aug 20, 2018","31,584"
"Aug 21, 2018","21,213"
"Aug 22, 2018",
"Aug 23, 2018","25,47"
"Aug 24, 2018","26,777"
"Aug 25, 2018","26,473"
"Aug 26, 2018","21,87"
"Aug 27, 2018","26,525"
"Aug 28, 2018","27,36"
"Aug 29, 2018","31,71"
"Aug 30, 2018","35,151"
"Aug 31, 2018","32,59"
"Sep 1, 2018","34,459"
"Sep 2, 2018",
"Sep 3, 2018",
"Sep 4, 2018","21,33"
"Sep 5, 2018","27,027"
"Sep 6, 2018","30,029"
"Sep 7, 2018","31,143"
"Sep 8, 2018","36,07"
"Sep 9, 2018","29,849"
"Sep 10, 2018","33,415"
"Sep 11, 2018","23,975"
"Sep 12, 2018","31,279"
"Sep 13, 2018",
"Sep 14, 2018",
"Sep 15, 2018",
"Sep 16, 2018",
"Sep 17, 2018",
"Sep 18, 2018",
"Sep 19, 2018","34,035"
"Sep 20, 2018",
"Sep 21, 2018","27,97"
"Sep 22, 2018","33,533"
"Sep 23, 2018","34,471"
"Sep 24, 2018","38,527"
"Sep 25, 2018",
"Sep 26, 2018",
"Sep 27, 2018",
"Sep 28, 2018","29,092"
"Sep 29, 2018",
"Sep 30, 2018",
"Oct 1, 2018","27,695"
"Oct 2, 2018",
"Oct 3, 2018","34,815"
"Oct 4, 2018","24,771"
"Oct 5, 2018","31,27"
"Oct 6, 2018",
"Oct 7, 2018","32,6"
"Oct 8, 2018",
"Oct 9, 2018",
"Oct 10, 2018",
"Oct 11, 2018",
"Oct 12, 2018","24,41"
"Oct 13, 2018",
"Oct 14, 2018","30,345"
"Oct 15, 2018",
"Oct 16, 2018","31,44"
"Oct 17, 2018",
"Oct 18, 2018","31,47"
"Oct 19, 2018","24,343"
"Oct 20, 2018","24,285"
"Oct 21, 2018","35,182"
"Oct 22, 2018","25,354"
"Oct 23, 2018","36,084"
"Oct 24, 2018",
"Oct 25, 2018",
"Oct 26, 2018",
"Oct 27, 2018",
"Oct 28, 2018","34,477"
"Oct 29, 2018","25,47"
"Oct 30, 2018","30,954"
"Oct 31, 2018",
"Nov 1, 2018",
"Nov 2, 2018",
"Nov 3, 2018","34,033"
"Nov 3, 2018",
"Nov 5, 2018","26,594"
"Nov 6, 2018","29,717"
"Nov 7, 2018",
"Nov 8, 2018","33,283"
"Nov 9, 2018",
"Nov 10, 2018",
"Nov 11, 2018","32,933"
"Nov 12, 2018","25,564"
"Nov 13, 2018","36,065"
"Nov 14, 2018",
"Nov 15, 2018","30,582"
"Nov 16, 2018","28,425"
"Nov 17, 2018","23,15"
"Nov 18, 2018",
"Nov 19, 2018",
"Nov 20, 2018","32,518"
"Nov 21, 2018","28,909"
"Nov 22, 2018","33,87"
"Nov 23, 2018",
"Nov 24, 2018","27,161"
"Nov 25, 2018","28,65"
"Nov 26, 2018","30,775"
"Nov 27, 2018","31,361"
"Nov 28, 2018","30,55"
"Nov 29, 2018","30,77"
"Nov 30, 2018",
"Dec 1, 2018","31,435"
"Dec 2, 2018","26,19"
"Dec 3, 2018","32,557"
"Dec 4, 2018","33,328"
"Dec 5, 2018","36,752"
"Dec 6, 2018","36,166"
"Dec 7, 2018","28,97"
"Dec 8, 2018","33,796"
"Dec 9, 2018","32,638"
"Dec 10, 2018","40,301"
"Dec 11, 2018","34,798"
"Dec 12, 2018","39,659"
"Dec 13, 2018","38,068"
"Dec 14, 2018","36,17"
"Dec 15, 2018","37,155"
"Dec 16, 2018",
"Dec 17, 2018","41,573"
"Dec 18, 2018",
"Dec 19, 2018","33,719"
"Dec 20, 2018","39,29"
"Dec 21, 2018","38,417"
"Dec 22, 2018","32,09"
"Dec 23, 2018",
"Dec 24, 2018",
"Dec 25, 2018",
"Dec 26, 2018","28,31"
"Dec 27, 2018","30,962"
"Dec 28, 2018","30,15"
"Dec 29, 2018","21,57"
"Dec 30, 2018","25,89"
"Dec 31, 2018","28,65"
