DATA,TEMPERATURA
"Apr 1, 2017",
"Apr 2, 2017","28,684"
"Apr 3, 2017","29,931"
"Apr 4, 2017","23,91"
"Apr 5, 2017",
"Apr 6, 2017",
"Apr 7, 2017","24,21"
"Apr 8, 2017",
"Apr 9, 2017",
"Apr 10, 2017","26,973"
"Apr 11, 2017","26,95"
"Apr 12, 2017",
"Apr 13, 2017","26,638"
"Apr 14, 2017","30,089"
"Apr 15, 2017","26,642"
"Apr 16, 2017",
"Apr 17, 2017",
"Apr 18, 2017","23,595"
"Apr 19, 2017",
"Apr 20, 2017",
"Apr 21, 2017","17,75"
"Apr 22, 2017","23,36"
"Apr 23, 2017","27,525"
"Apr 24, 2017",
"Apr 25, 2017",
"Apr 26, 2017",
"Apr 27, 2017","20,83"
"Apr 28, 2017","25,259"
"Apr 29, 2017","23,702"
"Apr 30, 2017","26,11"
"May 1, 2017","22,25"
"May 2, 2017","25,087"
"May 3, 2017",
"May 4, 2017",
"May 5, 2017",
"May 6, 2017","25,299"
"May 7, 2017","22,584"
"May 8, 2017","24,637"
"May 9, 2017","20,04"
"May 10, 2017",
"May 11, 2017","24,918"
"May 12, 2017","23,653"
"May 13, 2017","27,975"
"May 14, 2017","24,859"
"May 15, 2017",
"May 16, 2017","21,47"
"May 17, 2017",
"May 18, 2017","21,36"
"May 19, 2017",
"May 20, 2017",
"May 21, 2017",
"May 22, 2017","22,17"
"May 23, 2017","23,355"
"May 24, 2017","23,658"
"May 25, 2017","28,277"
"May 26, 2017","23,49"
"May 27, 2017","25,07"
"May 28, 2017","24,77"
"May 29, 2017","16,39"
"May 30, 2017",
"May 31, 2017",
"Jun 1, 2017","16,35"
"Jun 2, 2017","19,67"
"Jun 3, 2017","22,483"
"Jun 4, 2017",
"Jun 5, 2017",
"Jun 6, 2017","21,134"
"Jun 7, 2017","15,65"
"Jun 8, 2017",
"Jun 9, 2017",
"Jun 10, 2017","18,475"
"Jun 11, 2017","16,577"
"Jun 12, 2017","19,016"
"Jun 13, 2017",
"Jun 14, 2017",
"Jun 15, 2017","22,08"
"Jun 16, 2017","22,259"
"Jun 17, 2017","26,05"
"Jun 18, 2017","23,696"
"Jun 19, 2017","20,922"
"Jun 20, 2017",
"Jun 21, 2017","21,979"
"Jun 22, 2017","24,301"
"Jun 23, 2017","23,528"
"Jun 24, 2017",
"Jun 25, 2017","22,55"
"Jun 26, 2017","23,465"
"Jun 27, 2017","20,11"
"Jun 28, 2017","25,706"
"Jun 29, 2017",
"Jun 30, 2017","26,207"
"Jul 1, 2017","26,786"
"Jul 2, 2017","19,709"
"Jul 3, 2017","17,03"
"Jul 4, 2017","18,63"
"Jul 5, 2017","22,849"
"Jul 6, 2017",
"Jul 7, 2017","24,354"
"Jul 8, 2017",
"Jul 9, 2017","19,16"
"Jul 10, 2017","26,475"
"Jul 11, 2017","23,632"
"Jul 12, 2017","27,152"
"Jul 13, 2017","21,11"
"Jul 14, 2017","26,852"
"Jul 15, 2017","26,907"
"Jul 16, 2017","27,778"
"Jul 17, 2017",
"Jul 18, 2017","15,867"
"Jul 19, 2017","21,031"
"Jul 20, 2017","18,267"
"Jul 21, 2017","26,788"
"Jul 22, 2017",
"Jul 23, 2017","26,153"
"Jul 24, 2017","27,919"
"Jul 25, 2017","27,406"
"Jul 26, 2017","29,775"
"Jul 27, 2017","25,533"
"Jul 28, 2017","27,587"
"Jul 29, 2017","21,95"
"Jul 30, 2017","27,973"
"Jul 31, 2017",
"Aug 1, 2017","26,909"
"Aug 2, 2017","26,274"
"Aug 3, 2017",
"Aug 4, 2017","26,972"
"Aug 5, 2017","20,867"
"Aug 6, 2017","26,975"
"Aug 7, 2017",
"Aug 8, 2017","26,842"
"Aug 9, 2017","33,821"
"Aug 10, 2017","31,205"
"Aug 11, 2017","26,972"
"Aug 12, 2017","26,253"
"Aug 13, 2017","29,93"
"Aug 14, 2017","21,422"
"Aug 15, 2017",
"Aug 16, 2017",
"Aug 17, 2017",
"Aug 18, 2017",
"Aug 19, 2017",
"Aug 20, 2017","22,92"
"Aug 21, 2017","21,477"
"Aug 22, 2017","24,61"
"Aug 23, 2017",
"Aug 24, 2017","29,091"
"Aug 25, 2017","30,466"
"Aug 26, 2017","29,908"
"Aug 27, 2017","32,78"
"Aug 28, 2017","29,476"
"Aug 29, 2017","33,804"
"Aug 30, 2017","29,652"
"Aug 31, 2017","34,527"
"Sep 1, 2017","27,786"
"Sep 2, 2017","29,285"
"Sep 3, 2017","31,851"
"Sep 4, 2017","31,152"
"Sep 5, 2017","35,303"
"Sep 6, 2017","29,405"
"Sep 7, 2017","34,826"
"Sep 8, 2017",
"Sep 9, 2017","29,193"
"Sep 10, 2017","32,904"
"Sep 11, 2017","33,548"
"Sep 12, 2017","37,186"
"Sep 13, 2017","32,09"
"Sep 14, 2017","37,56"
"Sep 15, 2017","32,155"
"Sep 16, 2017","36,935"
"Sep 17, 2017","32,56"
"Sep 18, 2017","35,559"
"Sep 19, 2017","36,807"
"Sep 20, 2017","34,474"
"Sep 21, 2017","36,173"
"Sep 22, 2017","33,713"
"Sep 23, 2017","40,057"
"Sep 24, 2017",
"Sep 25, 2017","32,09"
"Sep 26, 2017","32,22"
"Sep 27, 2017","36,06"
"Sep 28, 2017","40,067"
"Sep 29, 2017",
"Sep 30, 2017",
"Oct 1, 2017","25,05"
"Oct 2, 2017",
"Oct 3, 2017",
"Oct 4, 2017","30,592"
"Oct 5, 2017","33,321"
"Oct 6, 2017","23,163"
"Oct 7, 2017",
"Oct 8, 2017",
"Oct 9, 2017","20,01"
"Oct 10, 2017",
"Oct 11, 2017","37,183"
"Oct 12, 2017","34,805"
"Oct 13, 2017","37,562"
"Oct 14, 2017",
"Oct 14, 2017","30,533"
"Oct 16, 2017","34,68"
"Oct 17, 2017","29,277"
"Oct 18, 2017","38,819"
"Oct 19, 2017","38,53"
"Oct 20, 2017",
"Oct 21, 2017",
"Oct 22, 2017",
"Oct 23, 2017",
"Oct 24, 2017","27,366"
"Oct 25, 2017","30,15"
"Oct 26, 2017",
"Oct 27, 2017","33,308"
"Oct 28, 2017",
"Oct 29, 2017","30,214"
"Oct 30, 2017",
"Oct 31, 2017",
"Nov 1, 2017","31,91"
"Nov 2, 2017","25,45"
"Nov 3, 2017","35,433"
"Nov 4, 2017",
"Nov 5, 2017",
"Nov 6, 2017",
"Nov 7, 2017",
"Nov 8, 2017",
"Nov 9, 2017","23,49"
"Nov 10, 2017","34,19"
"Nov 11, 2017",
"Nov 12, 2017","37,668"
"Nov 13, 2017","36,712"
"Nov 14, 2017","35,683"
"Nov 15, 2017","37,673"
"Nov 16, 2017","35,793"
"Nov 17, 2017","33,441"
"Nov 18, 2017",
"Nov 19, 2017","30,351"
"Nov 20, 2017","29,47"
"Nov 21, 2017","34,815"
"Nov 22, 2017",
"Nov 23, 2017","32,845"
"Nov 24, 2017","37,435"
"Nov 25, 2017",
"Nov 26, 2017",
"Nov 27, 2017",
"Nov 28, 2017",
"Nov 29, 2017","30,408"
"Nov 30, 2017",
"Dec 1, 2017",
"Dec 2, 2017","25,423"
"Dec 3, 2017","35,952"
"Dec 4, 2017",
"Dec 5, 2017",
"Dec 6, 2017",
"Dec 7, 2017",
"Dec 8, 2017","27,192"
"Dec 9, 2017","32,212"
"Dec 10, 2017",
"Dec 11, 2017","34,09"
"Dec 12, 2017","35,592"
"Dec 13, 2017",
"Dec 14, 2017","37,81"
"Dec 15, 2017","34,712"
"Dec 16, 2017","35,183"
"Dec 17, 2017","36,967"
"Dec 18, 2017","34,467"
"Dec 19, 2017","36,295"
"Dec 20, 2017",
"Dec 21, 2017",
"Dec 22, 2017",
"Dec 23, 2017",
"Dec 24, 2017",
"Dec 25, 2017",
"Dec 26, 2017",
"Dec 27, 2017",
"Dec 28, 2017",
"Dec 29, 2017",
"Dec 30, 2017","25,27"
"Dec 31, 2017","15,69"
