system:time_start,LST_Day_1km
"Jun 13, 2019",20.963
"Jun 14, 2019",18.33
"Jun 15, 2019",17.49
"Jun 16, 2019",28.587
"Jun 17, 2019",22.83
"Jun 18, 2019",24.283
"Jun 19, 2019",25.484
"Jun 20, 2019",
"Jun 21, 2019",27.583
"Jun 22, 2019",24.05
"Jun 23, 2019",28.277
"Jun 24, 2019",22.482
"Jun 25, 2019",28.591
"Jun 26, 2019",
"Jun 27, 2019",
"Jun 28, 2019",23.461
"Jun 29, 2019",26.082
"Jun 30, 2019",28.286
"Jul 1, 2019",17.27
"Jul 2, 2019",
"Jul 3, 2019",
"Jul 4, 2019",
"Jul 5, 2019",18.27
"Jul 6, 2019",15.73
"Jul 7, 2019",20.02
"Jul 8, 2019",16.99
"Jul 9, 2019",23.3
"Jul 10, 2019",20.41
"Jul 11, 2019",26.653
"Jul 12, 2019",26.978
"Jul 13, 2019",26.21
"Jul 14, 2019",29.408
"Jul 15, 2019",
"Jul 16, 2019",20.158
"Jul 17, 2019",15.35
"Jul 18, 2019",
"Jul 19, 2019",
"Jul 20, 2019",26.281
"Jul 21, 2019",
"Jul 22, 2019",21.97
"Jul 23, 2019",29.719
"Jul 24, 2019",24.603
"Jul 25, 2019",
"Jul 26, 2019",
"Jul 27, 2019",22.91
"Jul 28, 2019",25.511
"Jul 29, 2019",26.284
"Jul 30, 2019",28.15
"Jul 31, 2019",27.912
"Aug 1, 2019",30.657
"Aug 2, 2019",
"Aug 3, 2019",22.517
"Aug 4, 2019",17.57
"Aug 5, 2019",23.302
"Aug 6, 2019",27.021
"Aug 7, 2019",28.345
"Aug 8, 2019",32.533
"Aug 9, 2019",22.99
"Aug 10, 2019",20.57
"Aug 11, 2019",20.97
"Aug 12, 2019",35.564
"Aug 13, 2019",24.61
"Aug 14, 2019",27.717
"Aug 15, 2019",25.424
"Aug 16, 2019",28.159
"Aug 17, 2019",33.413
"Aug 18, 2019",
"Aug 19, 2019",29.034
"Aug 20, 2019",22.03
"Aug 21, 2019",31.644
"Aug 22, 2019",28.965
"Aug 23, 2019",30.406
"Aug 24, 2019",31.028
"Aug 25, 2019",26.576
"Aug 26, 2019",23.522
"Aug 27, 2019",
"Aug 28, 2019",32.351
"Aug 29, 2019",32.097
"Aug 30, 2019",
"Aug 31, 2019",
"Sep 1, 2019",
"Sep 2, 2019",23.907
"Sep 3, 2019",
"Sep 4, 2019",29.65
"Sep 5, 2019",
"Sep 6, 2019",25.906
"Sep 7, 2019",23.71
"Sep 8, 2019",35.356
"Sep 9, 2019",36.717
"Sep 10, 2019",30.152
"Sep 11, 2019",27.95
"Sep 12, 2019",
"Sep 13, 2019",32.973
"Sep 14, 2019",32.856
"Sep 15, 2019",34.153
"Sep 16, 2019",36.15
"Sep 17, 2019",35.475
"Sep 18, 2019",
"Sep 19, 2019",
"Sep 20, 2019",25.89
"Sep 21, 2019",
"Sep 22, 2019",33.656
"Sep 23, 2019",29.918
"Sep 24, 2019",28.57
"Sep 25, 2019",
"Sep 26, 2019",24.263
"Sep 27, 2019",36.468
"Sep 28, 2019",28.303
"Sep 29, 2019",37.939
"Sep 30, 2019",35.906
"Oct 1, 2019",39.208
"Oct 2, 2019",
"Oct 3, 2019",
"Oct 4, 2019",37.966
"Oct 5, 2019",
"Oct 6, 2019",
"Oct 7, 2019",
"Oct 8, 2019",30.15
"Oct 9, 2019",39.976
"Oct 10, 2019",39.539
"Oct 11, 2019",41.158
"Oct 12, 2019",42.179
"Oct 13, 2019",44.667
"Oct 14, 2019",
"Oct 15, 2019",
"Oct 16, 2019",
"Oct 17, 2019",39.15
"Oct 18, 2019",41.06
"Oct 19, 2019",
"Oct 20, 2019",35.55
"Oct 21, 2019",
"Oct 22, 2019",27.207
"Oct 23, 2019",31.23
"Oct 24, 2019",38.941
"Oct 25, 2019",38.03
"Oct 26, 2019",36.444
"Oct 27, 2019",38.152
"Oct 28, 2019",30.711
"Oct 29, 2019",36.278
"Oct 30, 2019",36.027
"Oct 31, 2019",41.447
"Nov 1, 2019",
"Nov 2, 2019",35.405
"Nov 3, 2019",
"Nov 4, 2019",34.714
"Nov 5, 2019",37.206
"Nov 6, 2019",
"Nov 7, 2019",
"Nov 8, 2019",
"Nov 9, 2019",32.96
"Nov 10, 2019",
"Nov 11, 2019",
"Nov 12, 2019",33.784
"Nov 13, 2019",
"Nov 14, 2019",
"Nov 15, 2019",30.76
"Nov 16, 2019",37.677
"Nov 17, 2019",35.034
"Nov 18, 2019",38.03
"Nov 19, 2019",33.715
"Nov 20, 2019",37.213
"Nov 21, 2019",38.412
"Nov 22, 2019",32.981
"Nov 23, 2019",40.302
"Nov 24, 2019",
"Nov 25, 2019",33.529
"Nov 26, 2019",
"Nov 27, 2019",
"Nov 28, 2019",27.48
"Nov 29, 2019",29.778
"Nov 30, 2019",32.917
"Dec 1, 2019",
"Dec 2, 2019",35.85
"Dec 3, 2019",
"Dec 4, 2019",
"Dec 5, 2019",
"Dec 6, 2019",31.843
"Dec 7, 2019",34.167
"Dec 8, 2019",22.45
"Dec 9, 2019",
"Dec 10, 2019",
"Dec 11, 2019",
"Dec 12, 2019",24.93
"Dec 13, 2019",
"Dec 14, 2019",23.33
"Dec 15, 2019",29.41
"Dec 16, 2019",
"Dec 17, 2019",
"Dec 18, 2019",
"Dec 19, 2019",
"Dec 20, 2019",31.964
"Dec 21, 2019",
"Dec 22, 2019",28.53
"Dec 23, 2019",32.352
"Dec 24, 2019",31.02
"Dec 25, 2019",34.714
"Dec 26, 2019",29.07
"Dec 27, 2019",36.561
"Dec 28, 2019",22.95
"Dec 29, 2019",33.69
"Dec 30, 2019",36.289
"Dec 31, 2019",
